organisation,project,provision-reason,specification,dataset
local-authority:WKF,design-codes,prospective,design-code,design-code
local-authority:WKF,design-codes,prospective,design-code,design-code-area
local-authority:WKF,design-codes,prospective,design-code,design-code-rule
local-authority:WKF,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:WKF,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:WKF,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:WKF,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:WKF,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:WKF,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:WKF,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:WKF,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:WLA,,statutory,brownfield-land,brownfield-land
local-authority:WLA,,encouraged,developer-ageement,developer-agreement
local-authority:WLA,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:WLA,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:WLA,design-codes,prospective,design-code,design-code
local-authority:WLA,design-codes,prospective,design-code,design-code-area
local-authority:WLA,design-codes,prospective,design-code,design-code-rule
local-authority:WLA,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:WLA,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:WLA,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:WLA,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:WLA,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:WLA,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:WLA,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:WLA,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:WLI,,statutory,brownfield-land,brownfield-land
local-authority:WLI,,encouraged,developer-ageement,developer-agreement
local-authority:WLI,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:WLI,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:WLI,design-codes,prospective,design-code,design-code
local-authority:WLI,design-codes,prospective,design-code,design-code-area
local-authority:WLI,design-codes,prospective,design-code,design-code-rule
local-authority:WLI,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:WLI,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:WLI,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:WLI,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:WLI,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:WLI,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:WLI,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:WLI,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
